unique_work_number,work_name,work_description,work_category,state,implementing_district,nodal_district,constituency,house_name,mp_name,implementing_agency_name,sanction_amount,actual_expenditure,released_amount,recommendation_date,administrative_approval_date,sanction_date,commencement_date,completion_date,work_status,financial_year,image_uploaded
MPLADS/KA/2024-2025/0224,Construction of Street Light in Hubli,Cupiditate ipsam accusamus sapiente. Exercitationem suscipit neque facere ipsum iure at fuga.,Street Light,Karnataka,Hubli,Hubli,Hubli East,Rajya Sabha,Odika Verma,PWD,200000.0,107563.5,166054.00932613618,2024-08-12,2024-09-04,2024-09-09,2024-10-12,,Ongoing,2024-2025,No
MPLADS/MA/2024-2025/0225,Construction of Park in Bhopal,"Culpa esse facilis neque natus. Aut nostrum consequuntur illo nihil sapiente.
Accusamus qui eum.",Park,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Lok Sabha,Yash Dubey,State Housing Board,611227.25,153905.26,306047.81633616355,2024-07-15,2024-08-17,2024-08-18,2024-09-25,,Ongoing,2024-2025,No
MPLADS/KA/2026-2027/0226,Construction of Health Center in Bangalore,Odit dolore fuga. Tempora aliquid suscipit dignissimos cumque doloribus.,Health Center,Karnataka,Bangalore,Bangalore,Bangalore East,Lok Sabha,Pallavi Sami,State Housing Board,3088950.6,1240825.83,1803576.5302320723,2026-08-23,2026-09-15,2026-09-20,2026-11-09,,Ongoing,2026-2027,No
MPLADS/UT/2026-2027/0227,Construction of Drainage in Lucknow,"A corrupti aspernatur.
Nostrum quos id ullam. Doloremque nobis iste.",Drainage,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Lok Sabha,Vasatika Iyer,Gram Panchayat,1238568.01,394751.98,652157.9894631143,2026-03-24,2026-04-17,2026-04-20,2026-05-18,,Ongoing,2026-2027,No
MPLADS/UT/2024-2025/0228,Construction of Roads in Kanpur,Voluptatibus fuga doloribus doloribus dignissimos illum labore.,Roads,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Lok Sabha,Bina Varghese,State Housing Board,637804.18,87545.49,568132.2986885335,2024-09-13,2024-09-25,2024-09-27,2024-10-22,,Ongoing,2024-2025,No
MPLADS/KA/2026-2027/0229,Construction of School Building in Mysore,Consequatur veritatis et reprehenderit. Possimus eum praesentium cum.,School Building,Karnataka,Mysore,Mysore,Mysore East,Rajya Sabha,Riya Dave,Zila Parishad,1927044.44,2209830.45,2282444.126635704,2026-01-21,2026-02-16,2026-02-20,2026-03-06,2027-01-11,Completed,2026-2027,Yes
MPLADS/TA/2026-2027/0230,Construction of Street Light in Coimbatore,Molestias similique corporis ex. Odio harum laudantium nam ab facilis.,Street Light,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore East,Rajya Sabha,Ekansh Dash,PWD,635919.55,458507.46,587237.3463473946,2026-03-17,2026-04-22,2026-04-23,2026-06-18,,Delayed,2026-2027,No
MPLADS/MA/2025-2026/0231,Construction of Park in Thane,Exercitationem delectus fuga.,Park,Maharashtra,Thane,Thane,Thane East,Rajya Sabha,Chaman Tailor,Block Development Office,507853.35,233897.27,259795.52595774736,2025-06-12,2025-07-15,2025-07-18,2025-08-17,2026-01-20,Completed,2025-2026,Yes
MPLADS/MA/2025-2026/0232,Construction of Community Hall in Pune,Molestias ratione rem libero soluta voluptatum. Nisi error sapiente doloribus.,Community Hall,Maharashtra,Pune,Pune,Pune East,Rajya Sabha,Anthony Jain,Block Development Office,2759750.31,2131144.36,2166955.35095609,2025-07-09,2025-07-17,2025-07-19,2025-08-26,,Ongoing,2025-2026,No
MPLADS/UT/2024-2025/0233,Construction of School Building in Varanasi,Esse eaque nostrum laboriosam porro. Minima neque et eum exercitationem in minima quos.,School Building,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Lok Sabha,Jagrati Vala,Zila Parishad,3068357.76,2834491.04,2896812.500911901,2024-12-06,2024-12-18,2024-12-21,2025-01-05,2026-12-31,Completed,2024-2025,No
MPLADS/TA/2025-2026/0234,Construction of Health Center in Madurai,Quidem doloremque magni maiores. Voluptatem iusto aliquam. Accusantium autem modi repellat vero.,Health Center,Tamil Nadu,Madurai,Madurai,Madurai East,Rajya Sabha,Matthew Acharya,PWD,1348399.65,532356.64,751783.5175359997,2024-12-05,2025-02-16,2025-02-20,2025-03-06,,Ongoing,2025-2026,No
MPLADS/MA/2025-2026/0235,Construction of Drainage in Pune,Corporis rem id quidem placeat consequuntur. Ad ipsum officia.,Drainage,Maharashtra,Pune,Pune,Pune East,Lok Sabha,Sathvik Sundaram,Block Development Office,2486366.45,534000.6,2299626.5187501335,2025-03-22,2025-04-22,2025-04-23,2025-05-17,,Ongoing,2025-2026,No
MPLADS/MA/2024-2025/0236,Construction of Drainage in Nagpur,Harum omnis qui cumque. Suscipit minus similique corrupti.,Drainage,Maharashtra,Nagpur,Nagpur,Nagpur East,Lok Sabha,Ekapad Luthra,Municipal Corporation,1580351.41,783638.42,1301622.8443154704,2024-03-24,2024-04-13,2024-04-15,2024-06-05,,Delayed,2024-2025,No
MPLADS/MA/2025-2026/0237,Construction of School Building in Jabalpur,Placeat veniam mollitia dolores repudiandae occaecati ex. Facere a praesentium dolorum voluptates.,School Building,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Lok Sabha,Harrison Mitter,State Housing Board,200000.0,179908.71,183860.19596336398,2025-11-28,2025-12-12,2025-12-14,2026-01-19,2026-07-15,Completed,2025-2026,Yes
MPLADS/MA/2025-2026/0238,Construction of Park in Thane,Culpa illo dolor illo. Cumque enim id aperiam temporibus sit.,Park,Maharashtra,Thane,Thane,Thane East,Rajya Sabha,Forum Sha,Block Development Office,874581.73,495680.1,529135.3715999286,2025-10-05,2025-10-23,2025-10-25,2025-11-21,2026-04-06,Completed,2025-2026,Yes
MPLADS/MA/2023-2024/0239,Construction of Drinking Water in Thane,Deleniti ea sequi similique sit illum. Non maiores mollitia iusto.,Drinking Water,Maharashtra,Thane,Thane,Thane East,Rajya Sabha,Vamakshi Joshi,Gram Panchayat,669106.77,716437.92,752580.499020387,2023-09-18,2023-10-10,2023-10-14,2023-11-11,2024-08-09,Completed,2023-2024,Yes
MPLADS/UT/2024-2025/0240,Construction of Community Hall in Kanpur,Libero quas dicta quas delectus optio numquam.,Community Hall,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Lok Sabha,Shivani Khalsa,PWD,3522920.0,4988894.11,5076333.290377219,2024-10-25,2024-11-13,2024-11-15,2024-12-19,2025-07-18,Completed,2024-2025,Yes
MPLADS/MA/2026-2027/0241,Construction of Community Hall in Pune,"Esse quas blanditiis explicabo corrupti. Distinctio a saepe cumque.
Hic neque quidem.",Community Hall,Maharashtra,Pune,Pune,Pune East,Rajya Sabha,Bhavya Sura,PWD,4373708.437882185,2608431.61,2794804.686823699,2026-07-10,2026-08-14,2026-08-19,2026-09-16,2027-04-04,Completed,2026-2027,No
MPLADS/MA/2025-2026/0242,Construction of School Building in Jabalpur,Harum deserunt eos. Iste tempora dignissimos odio.,School Building,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Lok Sabha,Diya Kade,Zila Parishad,2827895.34,894864.45,2493161.5454787677,2025-06-18,2025-06-28,2025-06-30,2025-07-19,,Ongoing,2025-2026,No
MPLADS/TA/2025-2026/0243,Construction of Park in Madurai,Omnis quidem possimus explicabo error illo animi.,Park,Tamil Nadu,Madurai,Madurai,Madurai East,Rajya Sabha,Tristan Dewan,Municipal Corporation,1001994.91,254013.34,691473.5434108136,2025-07-13,2025-07-20,2025-07-24,2025-08-10,,Ongoing,2025-2026,No
MPLADS/UT/2024-2025/0244,Construction of Roads in Lucknow,Voluptate dolor accusantium enim. Rerum a in ea qui.,Roads,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Rajya Sabha,Qabil Kalla,State Housing Board,2192604.16,378983.81,1225458.102364463,2024-02-10,2024-02-17,2024-02-20,2024-04-03,,Ongoing,2024-2025,No
MPLADS/UT/2023-2024/0245,Construction of School Building in Kanpur,Eum iste cum corporis incidunt. Assumenda veniam minima consequatur a voluptate est.,School Building,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Lok Sabha,Nicholas Ramakrishnan,Zila Parishad,1199555.39,732640.6,756903.5044350208,2023-10-31,2023-12-02,2023-12-03,2024-01-03,2024-05-20,Completed,2023-2024,Yes
MPLADS/MA/2026-2027/0246,Construction of Roads in Indore,Aliquam ut consequuntur.,Roads,Madhya Pradesh,Indore,Indore,Indore East,Lok Sabha,Geetika Yohannan,Gram Panchayat,1232399.01,447206.13,813399.0402428316,2026-07-11,2026-07-23,2026-07-26,2026-09-23,,Ongoing,2026-2027,No
MPLADS/UT/2025-2026/0247,Construction of Library in Varanasi,Repellat provident sequi impedit quibusdam harum hic. Maxime deserunt officia.,Library,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Lok Sabha,Hiral Prabhu,PWD,5559084.187252745,5258677.93,6650566.831120445,2025-09-10,2025-12-11,2025-12-15,2026-01-03,,Ongoing,2025-2026,No
MPLADS/MA/2024-2025/0248,Construction of Park in Jabalpur,Minus placeat aperiam voluptatum. Voluptas reiciendis non tempore.,Park,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Lok Sabha,Mugdha Ravel,Municipal Corporation,538668.31,404565.96,422612.2665231772,2024-08-28,2024-09-17,2024-09-20,2024-10-17,2025-05-24,Completed,2024-2025,Yes
MPLADS/MA/2024-2025/0249,Construction of Park in Bhopal,Natus alias natus perspiciatis optio exercitationem dolorem. Fuga expedita laboriosam quia.,Park,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Rajya Sabha,Ranveer Chandran,Block Development Office,1506181.7,250308.88,1223285.5825717119,2023-12-30,2024-02-02,2024-02-05,2024-03-06,,Ongoing,2024-2025,No
MPLADS/UT/2026-2027/0250,Construction of Drinking Water in Kanpur,Quas tempora ipsam harum architecto. Nesciunt deserunt tempore labore expedita suscipit distinctio.,Drinking Water,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Lok Sabha,Vinaya Deshmukh,Municipal Corporation,1202490.86,800351.66,820578.2378069746,2026-03-15,2026-04-04,2026-04-08,2026-06-06,2027-01-20,Completed,2026-2027,Yes
MPLADS/KA/2024-2025/0251,Construction of Health Center in Bangalore,Quidem aspernatur sint aspernatur. Aperiam laudantium numquam aut ullam quam. Commodi sed ad eos.,Health Center,Karnataka,Bangalore,Bangalore,Bangalore East,Rajya Sabha,Arya Varkey,State Housing Board,739116.05,50156.25,429647.3305426074,2023-12-14,2024-01-18,2024-01-19,2024-02-19,,Ongoing,2024-2025,No
MPLADS/MA/2024-2025/0252,Construction of Library in Pune,Consectetur nulla unde. Nulla maiores quod totam.,Library,Maharashtra,Pune,Pune,Pune East,Lok Sabha,Michael Kaur,Block Development Office,2442503.36,451120.92,1620849.7197785864,2024-10-20,2024-11-12,2024-11-14,2025-01-08,,Ongoing,2024-2025,No
MPLADS/MA/2023-2024/0253,Construction of Drainage in Indore,Nostrum laborum minus molestias occaecati. Exercitationem accusamus sequi ullam voluptas.,Drainage,Madhya Pradesh,Indore,Indore,Indore East,Lok Sabha,Zaitra Mistry,State Housing Board,2473293.72,2217946.66,2250332.2777291453,2023-11-03,2023-11-10,2023-11-15,2023-12-03,2025-10-05,Completed,2023-2024,Yes
MPLADS/TA/2026-2027/0254,Construction of Park in Coimbatore,Quam laborum ullam. Qui quia eveniet cum. Dignissimos dolore fugiat voluptate in.,Park,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore East,Lok Sabha,Charan Vaidya,State Housing Board,1212986.1,175928.43,907837.3484020672,2026-06-17,2026-07-04,2026-07-07,2026-07-31,,Ongoing,2026-2027,No
MPLADS/UT/2025-2026/0255,Construction of School Building in Lucknow,Qui ducimus molestias dolorum placeat aspernatur autem. Odio illum nemo id suscipit id.,School Building,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Rajya Sabha,Ria Bala,Zila Parishad,720945.05,130628.64,653642.6451835074,2025-10-19,2025-11-08,2025-11-11,2026-01-09,,Ongoing,2025-2026,No
MPLADS/MA/2026-2027/0256,Construction of School Building in Pune,Nam officiis libero asperiores non deleniti. Excepturi sint sequi inventore aliquam.,School Building,Maharashtra,Pune,Pune,Pune East,Lok Sabha,Charvi Nayar,Zila Parishad,2273648.89,277021.38,1797335.4804575127,2026-02-27,2026-03-30,2026-04-04,2026-04-16,,Ongoing,2026-2027,No
MPLADS/MA/2026-2027/0257,Construction of Health Center in Thane,Ab odit quas. Earum facilis vero ab. Ea quidem ex saepe.,Health Center,Maharashtra,Thane,Thane,Thane East,Rajya Sabha,Champak Trivedi,Block Development Office,3266911.15,360565.42,1816662.484637907,2026-06-08,2026-09-01,2026-09-04,2026-09-25,,Ongoing,2026-2027,No
MPLADS/MA/2024-2025/0258,Construction of Library in Jabalpur,A consectetur ipsam laborum ullam eligendi. Quam fugit maiores pariatur mollitia.,Library,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Lok Sabha,Jeevika Soman,Block Development Office,1304631.37,252908.51,1162406.8725955922,2024-02-03,2024-02-14,2024-02-16,2024-03-04,,Ongoing,2024-2025,No
MPLADS/UT/2024-2025/0259,Construction of Park in Lucknow,Totam veritatis consectetur. Debitis consequuntur provident hic quo repellat doloribus.,Park,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Lok Sabha,Manthan Luthra,State Housing Board,977527.77,118097.34,850062.510628386,2024-03-10,2024-04-14,2024-04-19,2024-06-05,,Ongoing,2024-2025,No
MPLADS/MA/2024-2025/0260,Construction of Street Light in Pune,Delectus alias beatae delectus modi fugiat cumque.,Street Light,Maharashtra,Pune,Pune,Pune East,Lok Sabha,Varenya Garg,PWD,654926.81,100835.32,429191.74532165745,2024-04-06,2024-05-11,2024-05-14,2024-05-31,,Ongoing,2024-2025,No
MPLADS/MA/2025-2026/0261,Construction of Park in Indore,Impedit ad repellendus velit sint adipisci deleniti.,Park,Madhya Pradesh,Indore,Indore,Indore East,Rajya Sabha,Yadavi Nagar,Block Development Office,429227.81,166876.53,244647.43719282164,2025-07-15,2025-08-12,2025-08-15,2025-09-07,,Delayed,2025-2026,No
MPLADS/UT/2024-2025/0262,Construction of Health Center in Lucknow,Voluptate id rerum ex deleniti et.,Health Center,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Rajya Sabha,Omkaar Dua,Block Development Office,1940474.64,861389.8,1667471.2119824567,2024-05-11,2024-05-30,2024-06-03,2024-06-16,,Ongoing,2024-2025,No
MPLADS/UT/2026-2027/0263,Construction of Library in Varanasi,Delectus veniam minima cum. Numquam ad ipsam corporis autem ipsum.,Library,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Rajya Sabha,Ekaraj Banik,Gram Panchayat,200000.0,37168.16,169352.0561467582,2025-10-01,2026-01-04,2026-01-07,2026-02-16,,Ongoing,2026-2027,No
MPLADS/KA/2025-2026/0264,Construction of School Building in Mysore,Possimus eveniet fugiat sit. Et aspernatur beatae eum doloremque consequuntur exercitationem eum.,School Building,Karnataka,Mysore,Mysore,Mysore East,Lok Sabha,Bhavani Choudhury,PWD,4969293.061748044,4232255.13,4439858.778970657,2024-12-31,2025-02-04,2025-02-07,2025-02-20,2025-09-15,Completed,2025-2026,Yes
MPLADS/MA/2025-2026/0265,Construction of Health Center in Pune,Maxime fugit iure. Reiciendis amet culpa veniam nostrum doloribus corporis.,Health Center,Maharashtra,Pune,Pune,Pune East,Lok Sabha,Azad Tailor,State Housing Board,1747431.85,1334336.34,1358329.4056207389,2025-01-26,2025-02-04,2025-02-06,2025-03-24,2025-12-07,Completed,2025-2026,Yes
MPLADS/MA/2025-2026/0266,Construction of Drainage in Indore,Perferendis quia beatae tempore rerum. Vel molestiae veritatis culpa nam similique saepe odio.,Drainage,Madhya Pradesh,Indore,Indore,Indore East,Rajya Sabha,Aashi Joshi,PWD,451330.09,226945.91,349391.3777642903,2025-09-09,2025-10-06,2025-10-11,2025-11-26,,Ongoing,2025-2026,No
MPLADS/MA/2026-2027/0267,Construction of Commercial Shop near School Building in Indore,Officia voluptatum dignissimos amet quas quod.,School Building,Madhya Pradesh,Indore,Indore,Indore East,Lok Sabha,Damini Doctor,PWD,5448616.96,1358251.1,3142314.2991295042,2026-05-22,2026-05-31,2026-06-02,2026-06-13,,Ongoing,2026-2027,No
MPLADS/UT/2026-2027/0268,Construction of School Building in Kanpur,Impedit exercitationem labore dolorum tempore repellat modi at. Quis sit tempore expedita.,School Building,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Rajya Sabha,Eta Dash,Zila Parishad,854787.93,70397.67,428253.40176419896,2025-10-03,2026-02-03,2026-02-05,2026-04-05,,Ongoing,2026-2027,No
MPLADS/MA/2025-2026/0269,Construction of Park in Nagpur,Sapiente unde corporis doloribus laborum. Autem vero laudantium perspiciatis sint.,Park,Maharashtra,Nagpur,Nagpur,Nagpur East,Rajya Sabha,Baghyawati Choudhry,Zila Parishad,623982.21,620520.5,801281.482600871,2025-05-25,2025-06-11,2025-06-13,2025-08-08,,Delayed,2025-2026,No
MPLADS/TA/2024-2025/0270,Construction of Library in Chennai,Rerum nihil saepe odio aut. Odit nobis eius veniam rerum esse quidem. Quo ex eligendi eos.,Library,Tamil Nadu,Chennai,Chennai,Chennai East,Rajya Sabha,Sarthak Koshy,Gram Panchayat,1891518.4,2335847.7,2662839.962760021,2024-04-17,2024-05-17,2024-05-22,2024-06-12,,Ongoing,2024-2025,No
MPLADS/UT/2024-2025/0271,Construction of Roads in Lucknow,Vel illum quia consequatur dolor ipsa. Omnis nemo eligendi nemo.,Roads,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Lok Sabha,Umang Rajagopal,Gram Panchayat,2653018.63,723598.79,2328583.256960285,2023-12-17,2024-01-03,2024-01-08,2024-01-20,,Ongoing,2024-2025,No
MPLADS/MA/2024-2025/0272,Construction of Street Light in Bhopal,Cumque facilis nam officia consequatur. Possimus quasi corrupti. Recusandae libero est.,Street Light,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Rajya Sabha,Vihaan Handa,State Housing Board,212827.57,168699.37,177661.17548190808,2024-11-14,2024-11-23,2024-11-26,2024-12-16,2026-12-28,Completed,2024-2025,Yes
MPLADS/TA/2025-2026/0273,Construction of Health Center in Chennai,Voluptatem magnam accusantium voluptas at. Ut asperiores fugit molestiae quisquam fuga.,Health Center,Tamil Nadu,Chennai,Chennai,Chennai East,Lok Sabha,Udant Shenoy,Zila Parishad,3163163.75,458224.28,2044034.7208569471,2025-07-15,2025-08-01,2025-08-02,2025-08-15,,Ongoing,2025-2026,No
MPLADS/KA/2024-2025/0274,Construction of Park in Mysore,Consequatur voluptate laudantium fugit veniam. Eum amet et temporibus.,Park,Karnataka,Mysore,Mysore,Mysore East,Lok Sabha,Rachita Ahluwalia,Block Development Office,804093.22,615932.76,649704.8683560521,2024-12-14,2024-12-22,2024-12-27,2025-02-16,2025-06-02,Completed,2024-2025,Yes
MPLADS/TA/2024-2025/0275,Construction of Community Hall in Coimbatore,Esse reprehenderit necessitatibus perspiciatis. Maiores excepturi impedit sit.,Community Hall,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore East,Rajya Sabha,Ridhi Misra,Municipal Corporation,1322189.62,487048.8,1113819.0856331936,2024-06-19,2024-07-26,2024-07-27,2024-09-10,,Delayed,2024-2025,No
MPLADS/MA/2025-2026/0276,Construction of Street Light in Jabalpur,Rerum eveniet exercitationem eveniet atque necessitatibus. Sed error ex laborum.,Street Light,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Lok Sabha,Advika Tandon,Block Development Office,592420.69,197203.64,484545.2689558451,2025-01-31,2025-03-07,2025-03-12,2025-04-18,,Ongoing,2025-2026,No
MPLADS/UT/2025-2026/0277,Construction of Library in Kanpur,Assumenda aspernatur excepturi officia adipisci ipsum illo. Magni labore similique nesciunt odio.,Library,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Rajya Sabha,Krisha Ratta,State Housing Board,1939341.79,688476.96,1099464.7284022009,2025-07-14,2025-08-07,2025-08-10,2025-09-08,,Ongoing,2025-2026,No
MPLADS/UT/2025-2026/0278,Construction of Drainage in Lucknow,Culpa soluta odit. Perspiciatis beatae eveniet maxime.,Drainage,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Rajya Sabha,Amara Naik,State Housing Board,2210069.3031091895,767548.85,1325597.0403765491,2025-04-03,2025-05-01,2025-05-03,2025-05-19,,Ongoing,2025-2026,No
MPLADS/MA/2024-2025/0279,Construction of Community Hall in Nagpur,Eaque eum velit voluptates porro.,Community Hall,Maharashtra,Nagpur,Nagpur,Nagpur East,Rajya Sabha,Vaishnavi Chand,Block Development Office,2583762.5,1242243.35,1352493.183268608,2024-11-01,2024-11-23,2024-11-26,2024-12-11,2025-06-13,Completed,2024-2025,Yes
MPLADS/MA/2024-2025/0280,Construction of Street Light in Nagpur,Laboriosam inventore soluta eveniet. Velit temporibus esse eaque suscipit.,Street Light,Maharashtra,Nagpur,Nagpur,Nagpur East,Rajya Sabha,Wriddhish Chhabra,Municipal Corporation,422937.28,269005.05,275089.8119348248,2024-01-02,2024-02-06,2024-02-07,2024-02-26,2026-02-18,Completed,2024-2025,Yes
MPLADS/MA/2025-2026/0281,Construction of Library in Bhopal,Doloremque quo atque explicabo minima nisi nam. Nemo explicabo porro dolor reprehenderit.,Library,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Rajya Sabha,Shravya Sarkar,Block Development Office,1879462.14,1049128.86,1141234.782210036,2025-07-27,2025-08-27,2025-09-01,2025-10-24,2026-04-10,Completed,2025-2026,No
MPLADS/MA/2024-2025/0282,Construction of Library in Thane,Incidunt quisquam aspernatur similique veritatis neque at.,Library,Maharashtra,Thane,Thane,Thane East,Lok Sabha,Abhimanyu Sekhon,State Housing Board,2263491.47,741692.93,2091054.3921949882,2024-02-29,2024-03-25,2024-03-29,2024-04-19,,Delayed,2024-2025,No
MPLADS/UT/2024-2025/0283,Construction of Roads in Lucknow,Sapiente optio in soluta itaque quisquam amet. Facere quis deserunt fuga itaque aut quas.,Roads,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Lok Sabha,Chakradhar Yohannan,State Housing Board,2768813.45,1564733.22,1623266.799601567,2024-02-13,2024-03-05,2024-03-07,2024-04-24,,Ongoing,2024-2025,No
MPLADS/MA/2024-2025/0284,Construction of Library in Nagpur,Quae officiis non repellat ullam odit. Deleniti vero modi consectetur cupiditate qui.,Library,Maharashtra,Nagpur,Nagpur,Nagpur East,Lok Sabha,Hamsini Gola,Zila Parishad,933529.15,709181.43,731363.2252369685,2023-11-27,2023-12-30,2024-01-03,2024-01-13,2024-09-18,Completed,2024-2025,Yes
MPLADS/UT/2024-2025/0285,Construction of Community Hall in Varanasi,Vel tempore totam sed. Repudiandae laudantium neque amet excepturi magnam sint.,Community Hall,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Rajya Sabha,Amol Bose,Gram Panchayat,5059640.05,4313318.96,4706028.459140416,2024-06-27,2024-07-28,2024-07-31,2024-09-13,2025-06-20,Completed,2024-2025,Yes
MPLADS/KA/2023-2024/0286,Construction of School Building in Bangalore,Velit maiores facere deserunt ipsam animi ratione ratione. Eaque ipsam officiis doloremque.,School Building,Karnataka,Bangalore,Bangalore,Bangalore East,Lok Sabha,Vasatika Nadkarni,Municipal Corporation,200000.0,104792.9,150624.87311768156,2023-10-13,2023-11-07,2023-11-11,2023-11-23,,Ongoing,2023-2024,No
MPLADS/MA/2024-2025/0287,Construction of Street Light in Thane,Doloremque modi magnam doloribus laboriosam aut itaque. Id occaecati debitis incidunt.,Street Light,Maharashtra,Thane,Thane,Thane East,Lok Sabha,Wahab Kalita,Zila Parishad,469642.98,147399.08,384503.5724858965,2024-06-10,2024-06-17,2024-06-20,2024-07-19,,Ongoing,2024-2025,No
MPLADS/UT/2023-2024/0288,Construction of Drinking Water in Lucknow,Dicta rerum aliquid officia nulla neque recusandae. Non recusandae earum quisquam officiis.,Drinking Water,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Lok Sabha,Saumya Cheema,Block Development Office,1294158.6,457527.98,804572.817276645,2023-10-03,2023-11-03,2023-11-06,2024-01-01,,Ongoing,2023-2024,No
MPLADS/KA/2026-2027/0289,Construction of Park in Bangalore,Modi esse sunt earum similique quam.,Park,Karnataka,Bangalore,Bangalore,Bangalore East,Lok Sabha,Aditya Venkataraman,Gram Panchayat,912396.75,829907.41,844781.3282105225,2026-07-18,2026-08-23,2026-08-24,2026-10-05,2026-12-18,Completed,2026-2027,Yes
MPLADS/MA/2026-2027/0290,Construction of Roads in Jabalpur,Nostrum qui totam aperiam iure perspiciatis maiores. Voluptatem adipisci dolor.,Roads,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Rajya Sabha,Hemangini Bose,Municipal Corporation,1001840.38,279943.36,580597.4146163606,2026-03-03,2026-04-22,2026-04-26,2026-05-09,,Delayed,2026-2027,No
MPLADS/TA/2024-2025/0291,Construction of Library in Coimbatore,A possimus beatae dolor. Consequuntur reiciendis itaque similique aut nesciunt necessitatibus.,Library,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore East,Rajya Sabha,Yasti Mannan,PWD,1654314.42,480332.64,980630.5297534991,2023-10-24,2024-01-25,2024-01-29,2024-03-17,,Ongoing,2024-2025,No
MPLADS/MA/2025-2026/0292,Construction of Drainage in Jabalpur,Laudantium doloremque in nemo tenetur ab. Itaque repellat accusantium sunt perspiciatis enim.,Drainage,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Lok Sabha,Girish Sharaf,Zila Parishad,904199.44,183810.21,525955.72012364,2025-09-20,2025-10-22,2025-10-23,2025-11-20,,Ongoing,2025-2026,No
MPLADS/UT/2026-2027/0293,Construction of Health Center in Varanasi,Earum temporibus iure.,Health Center,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Rajya Sabha,Logan Biswas,Zila Parishad,1410635.24,649418.23,1267263.7326426653,2025-12-19,2026-01-17,2026-01-18,2026-03-18,,Delayed,2026-2027,No
MPLADS/UT/2026-2027/0294,Construction of School Building in Varanasi,Et dolorum eum quisquam. Asperiores quod natus excepturi accusamus maiores.,School Building,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Rajya Sabha,Shivani Subramanian,PWD,4274403.15,623324.36,4872357.858192523,2026-04-14,2026-04-28,2026-05-01,2026-06-25,,Delayed,2026-2027,No
MPLADS/KA/2026-2027/0295,Construction of Commercial Shop near Street Light in Mysore,Adipisci quis fugit. Ducimus magnam architecto ratione. Architecto quod rem eveniet temporibus.,Street Light,Karnataka,Mysore,Mysore,Mysore East,Rajya Sabha,Abhimanyu Hegde,Block Development Office,571403.1,194966.48,322377.6422887801,2026-06-19,2026-07-03,2026-07-08,2026-08-12,,Ongoing,2026-2027,No
MPLADS/MA/2024-2025/0296,Construction of Drinking Water in Jabalpur,Quos laudantium asperiores inventore reiciendis. Cupiditate odit vero reprehenderit fugit.,Drinking Water,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Rajya Sabha,Ranveer Suri,PWD,653545.2,286399.52,468063.4803374915,2024-05-05,2024-07-26,2024-07-29,2024-08-25,,Ongoing,2024-2025,No
MPLADS/UT/2025-2026/0297,Construction of Library in Lucknow,Quis enim repellat. Ratione magnam rem labore. Repudiandae quam distinctio ullam.,Library,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Rajya Sabha,Imaran Bhandari,PWD,2429719.91,1409815.13,1507290.081026713,2025-11-18,2025-12-18,2025-12-23,2026-01-27,2027-02-09,Completed,2025-2026,Yes
